first_name,last_name,position,team,season,fantasy_points_ppr,fantasy_adp,age,is_rookie,nfl_draft_round,games,completions,attempts,passing_yards,passing_tds,interceptions,carries,rushing_yards,rushing_tds,receptions,targets,receiving_yards,receiving_tds,points_per_game
Christian,McCaffrey,RB,SF,2024.0,47.800003,1.4,29.0,False,1.0,4.0,0.0,0.0,0.0,0.0,0.0,50.0,202.0,0.0,15.0,19.0,146.0,0.0,11.95
Breece,Hall,RB,NYJ,2024.0,240.9,2.2,24.0,False,2.0,16.0,0.0,0.0,0.0,0.0,0.0,209.0,876.0,5.0,57.0,76.0,483.0,3.0,15.06
Tyreek,Hill,WR,MIA,2024.0,218.2,2.6,31.0,False,5.0,17.0,0.0,0.0,0.0,0.0,0.0,8.0,53.0,0.0,81.0,122.0,959.0,6.0,12.84
CeeDee,Lamb,WR,DAL,2024.0,263.4,3.7,26.0,False,1.0,15.0,0.0,0.0,0.0,0.0,0.0,14.0,70.0,0.0,101.0,152.0,1194.0,6.0,17.56
Bijan,Robinson,RB,ATL,2024.0,341.7,4.9,23.0,False,1.0,17.0,0.0,0.0,0.0,0.0,0.0,304.0,1456.0,14.0,61.0,72.0,431.0,1.0,20.1
Amon-Ra,St. Brown,WR,DET,2024.0,337.88,6.2,26.0,False,4.0,18.0,1.0,1.0,7.0,1.0,0.0,2.0,6.0,0.0,123.0,151.0,1400.0,12.0,18.77
Ja'Marr,Chase,WR,CIN,2024.0,403.0,7.2,25.0,False,1.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,32.0,0.0,127.0,175.0,1708.0,17.0,23.71
Justin,Jefferson,WR,MIN,2024.0,328.28,8.0,2a6.0,False,1.0,18.0,1.0,1.0,22.0,0.0,0.0,1.0,3.0,0.0,108.0,162.0,1591.0,10.0,18.24
Jahmyr,Gibbs,RB,DET,2024.0,390.4,9.4,23.0,False,1.0,18.0,0.0,0.0,0.0,0.0,0.0,264.0,1517.0,18.0,58.0,74.0,567.0,3.0,21.69
Jonathan,Taylor,RB,IND,2024.0,246.7,9.8,26.0,False,2.0,14.0,0.0,0.0,0.0,0.0,0.0,303.0,1431.0,11.0,18.0,31.0,136.0,1.0,17.62
A.J.,Brown,WR,PHI,2024.0,257.2,10.9,28.0,False,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,120.0,1242.0,9.0,15.13
Saquon,Barkley,RB,PHI,2024.0,455.7,11.3,28.0,False,1.0,20.0,0.0,0.0,0.0,0.0,0.0,436.0,2504.0,18.0,46.0,58.0,353.0,2.0,22.79
Garrett,Wilson,WR,NYJ,2024.0,251.9,12.1,25.0,False,1.0,17.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,101.0,153.0,1104.0,7.0,14.82
Marvin,Harrison,WR,ARI,2024.0,196.5,14.5,23.0,False,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,116.0,885.0,8.0,11.56
Puka,Nacua,WR,LA,2024.0,232.4,15.2,24.0,False,5.0,13.0,0.0,0.0,0.0,0.0,0.0,12.0,53.0,1.0,90.0,129.0,1131.0,3.0,17.88
Derrick,Henry,RB,BAL,2024.0,381.4,15.9,31.0,False,2.0,19.0,0.0,0.0,0.0,0.0,0.0,367.0,2191.0,19.0,19.0,24.0,193.0,2.0,20.07
Kyren,Williams,RB,LA,2024.0,299.8,15.9,25.0,False,5.0,18.0,0.0,0.0,0.0,0.0,0.0,351.0,1481.0,14.0,38.0,45.0,197.0,3.0,16.66
Travis,Etienne,RB,JAX,2024.0,130.2,17.6,26.0,False,1.0,15.0,0.0,0.0,0.0,0.0,0.0,150.0,558.0,2.0,39.0,52.0,254.0,0.0,8.68
Cooper,Kupp,WR,LA,2024.0,190.0,18.9,32.0,False,3.0,14.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,73.0,108.0,800.0,6.0,13.57
Isiah,Pacheco,RB,KC,2024.0,65.3,19.8,26.0,False,7.0,10.0,0.0,0.0,0.0,0.0,0.0,96.0,347.0,1.0,15.0,21.0,96.0,0.0,6.53
Davante,Adams,WR,NYJ,2024.0,241.3,20.0,32.0,False,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,141.0,1063.0,8.0,17.24
De'Von,Achane,RB,MIA,2024.0,299.9,21.4,24.0,False,3.0,17.0,0.0,0.0,0.0,0.0,0.0,203.0,907.0,6.0,78.0,87.0,592.0,6.0,17.64
Drake,London,WR,ATL,2024.0,280.8,21.5,24.0,False,1.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,0.0,100.0,158.0,1271.0,9.0,16.52
Deebo,Samuel,WR,SF,2024.0,155.6,23.0,29.0,False,2.0,14.0,0.0,0.0,0.0,0.0,0.0,42.0,136.0,1.0,51.0,81.0,670.0,3.0,11.11
Josh,Jacobs,RB,GB,2024.0,314.2,23.6,27.0,False,1.0,18.0,0.0,0.0,0.0,0.0,0.0,319.0,1410.0,16.0,39.0,46.0,382.0,1.0,17.46
Travis,Kelce,TE,KC,2024.0,231.9,24.4,36.0,False,3.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,110.0,151.0,998.0,4.0,12.21
Josh,Allen,QB,BUF,2024.0,438.28,25.1,29.0,False,1.0,19.0,365.0,565.0,4367.0,32.0,6.0,131.0,636.0,14.0,0.0,0.0,0.0,0.0,23.07
Chris,Olave,WR,NO,2024.0,76.700005,26.2,25.0,False,1.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,32.0,44.0,400.0,1.0,9.59
Rachaad,White,RB,TB,2024.0,203.1,29.0,26.0,False,3.0,16.0,0.0,0.0,0.0,0.0,0.0,145.0,614.0,3.0,53.0,59.0,407.0,6.0,12.69
Jaylen,Waddle,WR,MIA,2024.0,149.6,29.1,27.0,False,1.0,15.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,58.0,83.0,744.0,2.0,9.97
Sam,LaPorta,TE,DET,2024.0,191.7,29.4,24.0,False,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,90.0,777.0,8.0,11.28
James,Cook,RB,BUF,2024.0,324.3,30.3,26.0,False,2.0,19.0,0.0,0.0,0.0,0.0,0.0,260.0,1281.0,19.0,38.0,44.0,322.0,2.0,17.07
Patrick,Mahomes,QB,KC,2024.0,348.38,30.8,30.0,False,1.0,19.0,447.0,664.0,4607.0,31.0,13.0,80.0,389.0,4.0,1.0,1.0,2.0,0.0,18.34
Nico,Collins,WR,HOU,2024.0,248.90001,32.1,26.0,False,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,115.0,1209.0,8.0,17.78
Alvin,Kamara,RB,NO,2024.0,265.3,32.3,30.0,False,3.0,14.0,0.0,0.0,0.0,0.0,0.0,228.0,950.0,6.0,68.0,89.0,543.0,2.0,18.95
Mike,Evans,WR,TB,2024.0,262.6,33.5,32.0,False,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,117.0,1096.0,12.0,17.51
Joe,Mixon,RB,HOU,2024.0,275.4,35.0,29.0,False,2.0,16.0,0.0,1.0,0.0,0.0,0.0,288.0,1210.0,13.0,39.0,57.0,334.0,1.0,17.21
Kenneth,Walker,RB,SEA,2024.0,181.2,35.6,31.0,False,2.0,11.0,0.0,0.0,0.0,0.0,0.0,153.0,573.0,7.0,46.0,53.0,299.0,1.0,16.47
Kenneth,Walker,RB,SEA,2024.0,181.2,35.6,25.0,False,2.0,11.0,0.0,0.0,0.0,0.0,0.0,153.0,573.0,7.0,46.0,53.0,299.0,1.0,16.47
Jalen,Hurts,QB,PHI,2024.0,411.56,37.3,27.0,False,2.0,19.0,313.0,452.0,3629.0,23.0,6.0,184.0,824.0,19.0,0.0,0.0,0.0,0.0,21.66
Malik,Nabers,WR,NYG,2024.0,273.6,38.3,22.0,True,1.0,15.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,0.0,109.0,170.0,1204.0,7.0,18.24
DeVonta,Smith,WR,PHI,2024.0,240.4,38.3,27.0,False,1.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,84.0,106.0,1023.0,9.0,14.14
DK,Metcalf,WR,SEA,2024.0,191.2,40.7,27.0,False,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,108.0,992.0,5.0,12.75
Mark,Andrews,TE,BAL,2024.0,203.4,41.2,30.0,False,3.0,19.0,0.0,0.0,0.0,0.0,0.0,8.0,13.0,0.0,62.0,79.0,761.0,11.0,10.71
Stefon,Diggs,WR,HOU,2024.0,121.92,41.8,31.0,False,5.0,8.0,1.0,1.0,13.0,0.0,0.0,3.0,8.0,1.0,47.0,64.0,496.0,3.0,15.24
DJ,Moore,WR,CHI,2024.0,238.1,43.7,28.0,True,0.0,17.0,0.0,1.0,0.0,0.0,0.0,14.0,75.0,0.0,98.0,140.0,966.0,6.0,14.01
Lamar,Jackson,QB,BAL,2024.0,471.53998,44.2,28.0,False,1.0,19.0,350.0,520.0,4601.0,45.0,5.0,160.0,1035.0,4.0,0.0,0.0,0.0,0.0,24.82
Michael,Pittman,WR,IND,2024.0,165.8,45.2,28.0,False,2.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,111.0,808.0,3.0,10.36
Aaron,Jones,RB,MIN,2024.0,250.6,46.0,30.0,False,5.0,18.0,0.0,0.0,0.0,0.0,0.0,268.0,1186.0,5.0,54.0,68.0,420.0,2.0,13.92
James,Conner,RB,ARI,2024.0,253.8,47.6,30.0,False,3.0,16.0,0.0,0.0,0.0,0.0,0.0,236.0,1094.0,8.0,47.0,55.0,414.0,1.0,15.86
Brandon,Aiyuk,WR,SF,2024.0,62.4,48.1,27.0,False,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,47.0,374.0,0.0,8.91
Amari,Cooper,WR,BUF,2024.0,132.8,49.2,31.0,False,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,93.0,588.0,4.0,8.3
C.J.,Stroud,QB,HOU,2024.0,251.86,49.9,24.0,False,1.0,19.0,377.0,593.0,4254.0,21.0,13.0,64.0,317.0,0.0,0.0,1.0,0.0,0.0,13.26
Trey,McBride,TE,ARI,2024.0,243.8,50.4,26.0,False,2.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,111.0,147.0,1146.0,2.0,15.24
Tee,Higgins,WR,CIN,2024.0,222.09999,51.8,26.0,False,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,109.0,911.0,10.0,18.51
David,Montgomery,RB,DET,2024.0,225.31999,54.6,28.0,False,3.0,15.0,2.0,2.0,23.0,1.0,0.0,192.0,803.0,12.0,36.0,38.0,341.0,0.0,15.02
Anthony,Richardson,QB,IND,2024.0,163.36,55.2,23.0,False,1.0,11.0,126.0,264.0,1814.0,8.0,12.0,86.0,499.0,6.0,1.0,1.0,-1.0,0.0,14.85
Christian,Kirk,WR,JAX,2024.0,70.9,55.6,29.0,False,2.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,47.0,379.0,1.0,8.86
D'Andre,Swift,RB,CHI,2024.0,214.5,56.5,26.0,False,2.0,17.0,0.0,0.0,0.0,0.0,0.0,253.0,959.0,6.0,42.0,52.0,386.0,0.0,12.62
Zay,Flowers,WR,BAL,2024.0,209.5,56.8,25.0,False,1.0,17.0,0.0,0.0,0.0,0.0,0.0,9.0,56.0,0.0,74.0,116.0,1059.0,4.0,12.32
Tank,Dell,WR,HOU,2024.0,140.0,57.5,26.0,False,3.0,14.0,0.0,0.0,0.0,0.0,0.0,9.0,43.0,0.0,51.0,81.0,667.0,3.0,10.0
Dalton,Kincaid,TE,BUF,2024.0,113.9,59.1,26.0,False,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,84.0,519.0,2.0,7.12
Joe,Burrow,QB,CIN,2024.0,372.82,59.7,28.0,False,1.0,17.0,460.0,652.0,4918.0,43.0,9.0,42.0,201.0,2.0,0.0,0.0,0.0,0.0,21.93
George,Pickens,WR,PIT,2024.0,184.1,59.8,24.0,False,2.0,15.0,0.0,0.0,0.0,0.0,0.0,2.0,-6.0,0.0,64.0,108.0,987.0,4.0,12.27
Rhamondre,Stevenson,RB,NE,2024.0,175.9,62.0,27.0,False,4.0,15.0,0.0,0.0,0.0,0.0,0.0,207.0,801.0,7.0,33.0,41.0,168.0,1.0,11.73
Keenan,Allen,WR,CHI,2024.0,184.4,63.5,33.0,False,3.0,15.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,70.0,121.0,744.0,7.0,12.29
Raheem,Mostert,RB,MIA,2024.0,70.9,64.1,33.0,False,0.0,12.0,0.0,0.0,0.0,0.0,0.0,85.0,278.0,2.0,19.0,23.0,161.0,0.0,5.91
Rashee,Rice,WR,KC,2024.0,64.9,64.2,25.0,False,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,24.0,29.0,288.0,2.0,21.63
Nick,Chubb,RB,CLE,2024.0,63.3,65.0,29.0,False,2.0,8.0,0.0,0.0,0.0,0.0,0.0,102.0,332.0,3.0,5.0,11.0,31.0,1.0,7.91
Jayden,Reed,WR,GB,2024.0,205.6,65.1,25.0,False,2.0,18.0,0.0,0.0,0.0,0.0,0.0,20.0,163.0,1.0,59.0,79.0,903.0,6.0,11.42
George,Kittle,TE,SF,2024.0,236.6,66.7,32.0,False,5.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,94.0,1106.0,8.0,15.77
Najee,Harris,RB,PIT,2024.0,213.40001,67.1,27.0,False,1.0,18.0,0.0,0.0,0.0,0.0,0.0,269.0,1060.0,6.0,39.0,51.0,324.0,0.0,11.86
Zamir,White,RB,LV,2024.0,29.3,67.8,26.0,False,4.0,8.0,0.0,0.0,0.0,0.0,0.0,65.0,183.0,1.0,6.0,8.0,30.0,0.0,3.66
Chris,Godwin,WR,TB,2024.0,137.8,68.4,29.0,False,3.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,50.0,62.0,576.0,5.0,19.69
Dak,Prescott,QB,DAL,2024.0,116.520004,69.8,32.0,False,4.0,8.0,185.0,286.0,1978.0,11.0,8.0,13.0,54.0,1.0,0.0,0.0,0.0,0.0,14.57
Terry,McLaurin,WR,WAS,2024.0,322.5,70.2,30.0,False,3.0,20.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,96.0,140.0,1323.0,16.0,16.12
Kyle,Pitts,TE,ATL,2024.0,131.2,72.8,25.0,False,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,74.0,602.0,4.0,7.72
Jordan,Love,QB,GB,2024.0,237.34,73.2,27.0,False,1.0,16.0,288.0,458.0,3601.0,25.0,14.0,27.0,93.0,1.0,0.0,0.0,0.0,0.0,14.83
Zack,Moss,RB,CIN,2024.0,81.9,74.4,27.0,False,3.0,8.0,0.0,0.0,0.0,0.0,0.0,74.0,242.0,2.0,23.0,27.0,187.0,1.0,10.24
Calvin,Ridley,WR,TEN,2024.0,199.2,74.7,30.0,False,1.0,17.0,0.0,0.0,0.0,0.0,0.0,8.0,55.0,1.0,64.0,120.0,1017.0,4.0,11.72
Kyler,Murray,QB,ARI,2024.0,297.24,76.1,28.0,False,1.0,17.0,372.0,541.0,3851.0,21.0,11.0,78.0,572.0,5.0,0.0,0.0,0.0,0.0,17.48
Javonte,Williams,RB,DEN,2024.0,164.2,77.5,25.0,False,2.0,18.0,0.0,0.0,0.0,0.0,0.0,146.0,542.0,4.0,54.0,72.0,360.0,0.0,9.12
Evan,Engram,TE,JAX,2024.0,89.5,79.5,31.0,False,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,64.0,365.0,1.0,9.94
Jaylen,Warren,RB,PIT,2024.0,130.6,79.6,27.0,False,0.0,16.0,0.0,0.0,0.0,0.0,0.0,122.0,517.0,1.0,42.0,52.0,329.0,0.0,8.16
Tony,Pollard,RB,TEN,2024.0,200.7,81.7,28.0,False,4.0,16.0,0.0,0.0,0.0,0.0,0.0,260.0,1079.0,5.0,41.0,57.0,238.0,0.0,12.54
Xavier,Worthy,WR,KC,2024.0,253.7,81.9,22.0,True,1.0,19.0,0.0,0.0,0.0,0.0,0.0,23.0,112.0,3.0,78.0,119.0,925.0,9.0,13.35
Marquise,Brown,WR,KC,2024.0,28.1,82.2,28.0,False,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,28.0,141.0,0.0,5.62
Christian,Watson,WR,GB,2024.0,105.299995,84.2,26.0,False,2.0,14.0,0.0,0.0,0.0,0.0,0.0,4.0,23.0,0.0,29.0,53.0,620.0,2.0,7.52
Jonathon,Brooks,RB,CAR,2024.0,7.4999995,85.4,22.0,True,2.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,22.0,0.0,3.0,3.0,23.0,0.0,2.5
Devin,Singletary,RB,NYG,2024.0,96.6,87.9,28.0,False,3.0,15.0,0.0,0.0,0.0,0.0,0.0,113.0,437.0,4.0,21.0,24.0,119.0,0.0,6.44
Austin,Ekeler,RB,WAS,2024.0,159.6,88.0,30.0,False,0.0,15.0,0.0,0.0,0.0,0.0,0.0,99.0,456.0,4.0,47.0,56.0,450.0,0.0,10.64
Keon,Coleman,WR,BUF,2024.0,118.7,88.1,22.0,True,2.0,16.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,32.0,65.0,578.0,4.0,7.42
Tua,Tagovailoa,QB,MIA,2024.0,181.58,88.6,27.0,False,1.0,11.0,291.0,399.0,2867.0,19.0,7.0,17.0,49.0,0.0,0.0,0.0,0.0,0.0,16.51
Jake,Ferguson,TE,DAL,2024.0,104.4,89.2,26.0,False,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,86.0,494.0,0.0,7.46
Jaxon,Smith-Njigba,WR,SEA,2024.0,253.0,90.5,23.0,False,1.0,17.0,1.0,1.0,35.0,0.0,0.0,5.0,26.0,0.0,100.0,137.0,1130.0,6.0,14.88
Tyjae,Spears,RB,TEN,2024.0,113.6,91.4,24.0,False,3.0,12.0,0.0,0.0,0.0,0.0,0.0,84.0,312.0,4.0,30.0,35.0,224.0,1.0,9.47
Chase,Brown,RB,CIN,2024.0,255.0,91.9,25.0,False,5.0,16.0,0.0,0.0,0.0,0.0,0.0,229.0,990.0,7.0,54.0,65.0,360.0,4.0,15.94
Diontae,Johnson,WR,HOU,2024.0,91.299995,92.1,29.0,False,3.0,12.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,34.0,68.0,387.0,3.0,7.61
Jared,Goff,QB,DET,2024.0,333.68,94.3,31.0,False,1.0,18.0,413.0,579.0,4942.0,38.0,15.0,36.0,63.0,0.0,1.0,1.0,7.0,1.0,18.54
Ezekiel,Elliott,RB,LAC,2024.0,57.5,96.2,30.0,False,1.0,15.0,0.0,0.0,0.0,0.0,0.0,74.0,226.0,3.0,12.0,15.0,69.0,0.0,3.83
Rome,Odunze,WR,CHI,2024.0,144.9,97.7,23.0,True,1.0,17.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,0.0,54.0,101.0,734.0,3.0,8.52
Brian,Robinson,RB,WAS,2024.0,190.9,97.9,26.0,False,3.0,17.0,0.0,0.0,0.0,0.0,0.0,223.0,928.0,10.0,24.0,30.0,181.0,0.0,11.23
Ladd,McConkey,WR,LAC,2024.0,275.6,98.4,24.0,True,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,126.0,1346.0,8.0,16.21
Jerome,Ford,RB,CLE,2024.0,134.0,98.5,26.0,False,5.0,14.0,0.0,0.0,0.0,0.0,0.0,104.0,565.0,3.0,37.0,43.0,225.0,0.0,9.57
Jayden,Daniels,QB,WAS,2024.0,428.19998,99.2,24.0,True,1.0,20.0,406.0,594.0,4390.0,30.0,10.0,183.0,1026.0,7.0,0.0,0.0,0.0,0.0,21.41
Gus,Edwards,RB,LAC,2024.0,66.3,100.6,30.0,False,0.0,12.0,0.0,0.0,0.0,0.0,0.0,108.0,387.0,4.0,3.0,5.0,6.0,0.0,5.53
David,Njoku,TE,CLE,2024.0,148.5,101.1,29.0,False,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,97.0,505.0,5.0,13.5
