first_name,last_name,pos_qb,pos_rb,pos_wr,pos_te,team_win_pct_weighted,fantasy_adp,age,is_rookie,nfl_draft_round,seasons_played,avg_games,avg_completions,avg_attempts,avg_passing_yards,avg_passing_tds,avg_interceptions,avg_carries,avg_rushing_yards,avg_rushing_tds,avg_receptions,avg_targets,avg_receiving_yards,avg_receiving_tds,avg_points_per_game
Kirk,Cousins,1,0,0,0,0.392,130.1,37.0,0,4.0,5,13.93,337.4,500.13,3743.0,27.4,9.0,25.47,82.4,1.2,0.27,0.33,-0.53,0.0,18.29
Ty,Chandler,0,1,0,0,0.535,130.3,27.0,0,5.0,2,9.0,0.0,0.0,0.0,0.0,0.0,70.0,314.0,2.0,14.0,16.67,106.0,0.0,5.85
Aaron,Rodgers,1,0,0,0,0.34,130.4,41.0,0,1.0,5,11.87,254.27,380.53,2816.87,23.4,5.2,24.73,77.87,1.47,0.33,0.33,-1.6,0.0,12.14
Zach,Charbonnet,0,1,0,0,0.546,130.7,24.0,0,2.0,1,16.0,0.0,0.0,0.0,0.0,0.0,108.0,462.0,1.0,33.0,40.0,209.0,0.0,6.63
Jakobi,Meyers,0,0,1,0,0.462,131.7,29.0,0,0.0,5,14.8,1.33,1.67,18.73,0.6,0.0,2.33,13.4,0.67,68.93,101.47,785.73,4.67,12.33
Jerry,Jeudy,0,0,1,0,0.536,132.9,26.0,0,1.0,4,14.5,0.0,0.0,0.0,0.0,0.0,1.6,12.6,0.0,54.5,87.3,773.8,2.9,10.31
Jordan,Addison,0,0,1,0,0.535,134.1,23.0,0,1.0,1,17.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,70.0,108.0,911.0,10.0,13.02
Justin,Fields,1,0,0,0,0.583,134.7,26.0,0,1.0,3,13.5,204.0,336.0,2340.0,14.83,9.83,127.33,779.5,5.0,0.0,0.0,0.0,0.0,17.19
Brandin,Cooks,0,0,1,0,0.648,135.1,32.0,0,1.0,5,15.27,0.0,0.0,0.0,0.0,0.0,3.33,23.2,0.0,66.8,101.93,820.67,5.6,12.12
Pat,Freiermuth,0,0,0,1,0.583,135.5,27.0,0,2.0,3,13.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.17,74.17,523.0,2.83,8.57
Khalil,Herbert,0,1,0,0,0.538,136.4,27.0,0,6.0,3,12.67,0.0,0.0,0.0,0.0,0.0,126.17,621.33,2.67,15.33,22.17,102.0,0.83,8.65
Cole,Kmet,0,0,0,1,0.355,137.1,26.0,0,2.0,4,15.9,0.0,0.0,0.0,0.0,0.0,2.1,3.2,0.0,59.3,80.1,599.1,4.7,9.33
Rashid,Shaheed,0,0,1,0,0.546,139.8,27.0,0,0.0,2,13.67,0.0,0.0,0.0,0.0,0.0,6.0,43.67,0.33,40.0,61.33,642.0,4.0,10.05
Xavier,Legette,0,0,1,0,0.27,141.3,24.0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kimani,Vidal,0,1,0,0,0.44,143.9,24.0,1,6.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ray,Davis,0,1,0,0,0.712,147.7,26.0,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan,Mason,0,1,0,0,0.661,149.1,26.0,0,0.0,2,9.0,0.0,0.0,0.0,0.0,0.0,41.67,227.33,2.33,2.0,2.67,20.67,0.0,4.54
Deshaun,Watson,1,0,0,0,0.536,149.3,30.0,0,1.0,4,9.1,186.5,285.4,2189.9,14.4,5.7,49.4,248.6,2.2,0.1,0.1,0.6,0.1,16.94
Dameon,Pierce,0,1,0,0,0.368,151.4,25.0,0,4.0,2,13.67,0.0,0.0,0.0,0.0,0.0,172.0,590.33,2.67,18.67,24.33,122.33,0.33,8.21
Luke,Musgrave,0,0,0,1,0.617,151.7,25.0,0,2.0,1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,53.0,418.0,2.0,7.22
Jahan,Dotson,0,0,1,0,0.614,152.0,25.0,0,1.0,2,15.33,0.0,0.0,0.0,0.0,0.0,0.67,-2.33,0.0,44.33,75.67,519.67,5.0,8.52
Isaiah,Likely,0,0,0,1,0.656,152.0,25.0,0,4.0,2,14.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.67,50.67,431.67,5.0,7.33
Quentin,Johnston,0,0,1,0,0.44,152.2,24.0,0,1.0,1,17.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,0.0,38.0,67.0,431.0,2.0,5.53
Bucky,Irving,0,1,0,0,0.576,152.9,23.0,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Josh,Downs,0,0,1,0,0.47,155.9,24.0,0,3.0,1,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,98.0,771.0,2.0,9.24
Taysom,Hill,0,0,0,1,0.546,155.9,35.0,0,0.0,5,15.4,33.07,52.13,418.0,2.2,1.27,80.8,438.47,5.33,16.93,21.47,158.93,1.8,9.16
Baker,Mayfield,1,0,0,0,0.576,156.0,30.0,0,1.0,5,15.8,309.27,497.2,3551.67,22.93,11.33,47.8,148.47,1.13,0.27,0.27,-0.27,0.0,14.04
Jaylen,Wright,0,1,0,0,0.567,156.6,22.0,1,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Antonio,Gibson,0,1,0,0,0.43,158.6,27.0,0,3.0,4,15.6,0.0,0.0,0.0,0.0,0.0,140.7,559.8,3.8,45.2,56.1,345.4,2.0,10.75
Adam,Thielen,0,0,1,0,0.27,159.0,35.0,0,0.0,5,15.87,0.0,0.0,0.0,0.0,0.0,1.53,6.07,0.07,79.87,112.93,850.6,7.2,13.44
MarShawn,Lloyd,0,1,0,0,0.617,159.1,24.0,1,3.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Geno,Smith,1,0,0,0,0.546,159.8,35.0,0,2.0,4,12.3,269.8,401.2,2953.8,18.6,7.4,38.4,188.4,0.9,0.4,0.4,-0.8,0.0,14.23
Will,Levis,1,0,0,0,0.498,160.0,26.0,0,2.0,1,9.0,149.0,255.0,1808.0,8.0,4.0,25.0,57.0,1.0,0.0,0.0,0.0,0.0,11.34
Dontayvion,Wicks,0,0,1,0,0.617,160.0,24.0,0,5.0,1,17.0,1.0,1.0,14.0,0.0,0.0,1.0,1.0,0.0,41.0,62.0,606.0,5.0,7.66
Alexander,Mattison,0,1,0,0,0.462,160.7,27.0,0,3.0,5,16.07,0.0,0.0,0.0,0.0,0.0,126.4,497.2,2.27,23.13,30.47,157.2,1.6,6.89
Adonai,Mitchell,0,0,1,0,0.47,160.9,23.0,1,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darnell,Mooney,0,0,1,0,0.392,161.8,28.0,0,5.0,4,13.9,0.0,0.0,0.0,0.0,0.0,2.7,11.0,0.2,46.7,80.5,587.6,2.2,8.56
Ricky,Pearsall,0,0,1,0,0.661,162.7,25.0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ja'Lynn,Polk,0,0,1,0,0.43,163.4,23.0,1,2.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dawson,Knox,0,0,0,1,0.712,165.9,29.0,0,3.0,5,14.87,0.0,0.0,0.0,0.0,0.0,0.07,0.6,0.0,40.6,60.6,437.73,5.87,7.77
Gabe,Davis,0,0,1,0,0.386,169.6,26.0,0,0.0,2,16.33,0.0,0.0,0.0,0.0,0.0,0.67,-1.33,0.0,48.67,89.33,825.0,7.33,10.65
Rashod,Bateman,0,0,1,0,0.656,169.6,25.0,0,1.0,3,12.5,0.0,0.0,0.0,0.0,0.0,0.5,9.0,0.0,30.67,51.67,384.83,1.33,6.9
Michael,Wilson,0,0,1,0,0.359,170.2,25.0,0,3.0,1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,58.0,565.0,3.0,8.81
Tyrone,Tracy,0,1,0,0,0.381,174.0,26.0,1,5.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bo,Nix,1,0,0,0,0.388,177.5,25.0,1,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kristian,Wilkerson,0,0,1,0,0.462,999.0,28.0,0,0.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,42.0,2.0,20.2
Carson,Wentz,1,0,0,0,0.743,999.0,32.0,0,1.0,5,8.6,175.33,283.8,1853.73,12.93,6.6,34.0,137.6,1.53,0.0,0.0,0.0,0.0,18.79
Russell,Wilson,1,0,0,0,0.583,999.0,36.0,0,3.0,5,15.27,306.67,474.27,3484.6,25.73,9.0,67.6,329.27,2.67,0.27,0.27,0.27,0.0,17.53
Sam,Howell,1,0,0,0,0.546,999.0,25.0,0,5.0,2,11.67,262.33,414.33,2687.0,14.33,14.33,33.67,187.0,3.67,0.67,0.67,2.67,0.0,16.19
Jake,Browning,1,0,0,0,0.538,999.0,29.0,0,0.0,1,9.0,171.0,243.0,1936.0,12.0,7.0,27.0,127.0,3.0,1.0,1.0,-7.0,0.0,16.05
Derek,Carr,1,0,0,0,0.546,999.0,34.0,0,2.0,5,16.47,368.2,555.67,4072.0,24.53,11.13,32.27,90.27,0.53,0.0,0.0,0.0,0.0,14.93
Daniel,Jones,1,0,0,0,0.535,999.0,28.0,0,1.0,5,11.73,233.6,358.27,2353.73,10.27,7.13,75.53,419.27,2.87,0.2,0.2,3.2,0.0,13.82
Taylor,Heinicke,1,0,0,0,0.44,999.0,32.0,0,0.0,4,8.1,145.9,237.2,1641.8,9.8,6.5,27.3,147.8,1.0,0.2,0.2,-0.4,0.0,13.76
Joe,Flacco,1,0,0,0,0.47,999.0,40.0,0,1.0,5,4.93,108.33,178.0,1225.53,7.8,4.87,6.8,11.47,0.0,0.0,0.0,0.0,0.0,13.5
Dalvin,Cook,0,1,0,0,0.648,999.0,30.0,0,2.0,5,15.33,0.0,0.0,0.0,0.0,0.0,209.93,930.33,6.47,33.8,45.53,237.8,0.67,12.42
Jimmy,Garoppolo,1,0,0,0,0.537,999.0,34.0,0,2.0,5,10.93,197.6,295.73,2360.33,13.87,8.8,25.87,40.53,1.2,0.0,0.0,0.0,0.0,12.21
Andy,Dalton,1,0,0,0,0.27,999.0,38.0,0,2.0,5,8.33,158.07,246.93,1711.2,10.0,6.2,18.07,53.67,0.27,0.2,0.2,-0.67,0.0,12.07
Joshua,Dobbs,1,0,0,0,0.661,999.0,30.0,0,4.0,3,7.33,145.0,232.0,1369.33,7.17,5.67,41.5,228.5,3.0,0.0,0.0,0.0,0.0,11.62
Aidan,O'Connell,1,0,0,0,0.462,999.0,27.0,0,4.0,1,11.0,213.0,343.0,2218.0,12.0,7.0,17.0,11.0,1.0,0.0,0.0,0.0,0.0,11.44
Gardner,Minshew,1,0,0,0,0.462,999.0,29.0,0,6.0,5,9.67,169.4,270.53,1885.53,10.13,5.07,23.87,81.13,1.4,0.13,0.13,0.0,0.0,11.43
Desmond,Ridder,1,0,0,0,0.462,999.0,26.0,0,3.0,2,11.33,190.33,297.0,2126.67,8.67,8.0,40.67,150.0,3.33,0.67,0.67,-4.0,0.0,11.28
Mac,Jones,1,0,0,0,0.386,999.0,27.0,0,1.0,3,13.17,270.67,413.0,2731.17,13.67,12.17,36.33,106.5,0.33,0.0,0.0,0.0,0.0,11.11
Tyson,Bagent,1,0,0,0,0.355,999.0,25.0,0,0.0,1,5.0,94.0,143.0,859.0,3.0,6.0,23.0,109.0,2.0,0.0,0.0,0.0,0.0,10.65
Marcus,Mariota,1,0,0,0,0.324,999.0,32.0,0,1.0,5,6.27,62.93,102.53,757.8,4.93,3.0,30.8,172.2,1.4,0.0,0.0,0.0,0.0,10.5
Tommy,DeVito,1,0,0,0,0.381,999.0,27.0,0,0.0,1,9.0,114.0,178.0,1101.0,8.0,3.0,36.0,195.0,1.0,0.0,0.0,0.0,0.0,10.39
Kareem,Hunt,0,1,0,0,0.743,999.0,30.0,0,3.0,5,14.4,0.0,0.0,0.0,0.0,0.0,127.2,482.4,6.47,28.2,36.13,183.33,1.33,10.32
Tyler,Boyd,0,0,1,0,0.498,999.0,31.0,0,2.0,5,17.8,0.6,1.07,17.47,0.0,0.33,2.2,16.73,0.0,72.33,103.73,818.73,4.07,10.2
Jarrett,Stidham,1,0,0,0,0.388,999.0,29.0,0,4.0,4,3.0,36.5,60.5,447.8,2.4,2.0,9.4,29.6,0.0,0.0,0.0,0.0,0.0,10.05
Robert,Woods,0,0,1,0,0.368,999.0,33.0,0,2.0,5,14.73,0.0,0.0,0.0,0.0,0.0,6.4,39.47,0.53,56.73,93.93,612.6,2.73,10.01
Keaton,Mitchell,0,1,0,0,0.656,999.0,23.0,0,0.0,1,7.0,0.0,0.0,0.0,0.0,0.0,47.0,396.0,2.0,9.0,11.0,93.0,0.0,9.99
Kenny,Pickett,1,0,0,0,0.614,999.0,27.0,0,1.0,2,12.33,215.67,345.67,2181.33,6.33,5.67,46.33,115.0,1.67,0.0,0.0,0.0,0.0,9.96
Odell,Beckham,0,0,1,0,0.567,999.0,33.0,0,1.0,4,14.8,0.6,0.7,17.6,0.0,0.0,1.5,19.6,0.2,47.2,82.8,660.0,4.4,9.91
Bryce,Young,1,0,0,0,0.27,999.0,24.0,0,1.0,1,16.0,315.0,527.0,2877.0,11.0,10.0,39.0,253.0,0.0,0.0,0.0,0.0,0.0,9.77
Miles,Sanders,0,1,0,0,0.27,999.0,28.0,0,2.0,5,16.0,0.0,0.0,0.0,0.0,0.0,184.93,850.6,4.8,27.67,40.0,167.67,0.2,9.77
Sam,Darnold,1,0,0,0,0.535,999.0,28.0,0,1.0,5,9.8,126.93,211.8,1405.2,6.8,6.07,30.67,110.73,2.27,0.0,0.0,0.0,0.0,9.7
Drew,Lock,1,0,0,0,0.381,999.0,29.0,0,2.0,4,6.5,100.1,167.9,1141.9,5.7,5.1,15.6,60.7,1.2,0.3,0.3,0.3,0.0,9.66
Jacoby,Brissett,1,0,0,0,0.43,999.0,32.0,0,3.0,5,9.0,115.53,181.93,1225.13,6.4,2.8,24.0,102.87,1.4,0.07,0.07,0.13,0.0,9.66
Kendrick,Bourne,0,0,1,0,0.43,999.0,30.0,0,0.0,5,13.73,0.2,0.2,5.0,0.2,0.0,4.53,39.53,0.0,43.0,60.2,545.13,3.67,9.55
Jameis,Winston,1,0,0,0,0.536,999.0,31.0,0,1.0,5,5.8,73.2,121.87,908.87,6.87,4.93,14.4,51.33,0.27,0.0,0.0,0.0,0.0,9.48
Zach,Ertz,0,0,0,1,0.324,999.0,35.0,0,2.0,5,11.13,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.0,47.73,74.8,436.07,2.93,9.48
Bo,Melton,0,0,1,0,0.617,999.0,26.0,0,7.0,1,6.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,0.0,18.0,27.0,244.0,2.0,9.42
Tyler,Badie,0,1,0,0,0.388,999.0,25.0,0,6.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,24.0,1.0,9.4
Tim,Patrick,0,0,1,0,0.469,999.0,32.0,0,0.0,3,14.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.17,74.0,650.67,4.5,9.37
Mason,Rudolph,1,0,0,0,0.498,999.0,30.0,0,3.0,4,4.4,63.9,99.5,703.6,4.0,1.8,9.8,28.5,0.0,0.0,0.0,0.0,0.0,9.27
Mitchell,Trubisky,1,0,0,0,0.712,999.0,31.0,0,1.0,5,7.2,105.53,163.13,1062.87,5.8,4.93,21.6,72.73,1.67,0.0,0.0,0.0,0.0,9.25
Hunter,Henry,0,0,0,1,0.43,999.0,30.0,0,2.0,5,14.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.8,69.33,527.2,5.2,9.0
JuJu,Smith-Schuster,0,0,1,0,0.743,999.0,29.0,0,2.0,5,13.0,0.0,0.0,0.0,0.0,0.0,0.6,1.8,0.2,54.6,77.27,558.73,2.67,8.87
D'Onta,Foreman,0,1,0,0,0.536,999.0,29.0,0,3.0,4,10.9,0.0,0.0,0.0,0.0,0.0,134.1,580.1,3.7,7.8,11.4,63.7,0.5,8.86
Wan'Dale,Robinson,0,0,1,0,0.381,999.0,24.0,0,2.0,2,12.0,0.0,0.0,0.0,0.0,0.0,6.67,57.67,0.67,47.67,62.33,425.67,1.0,8.79
Sterling,Shepard,0,0,1,0,0.576,999.0,32.0,0,2.0,5,7.8,0.0,0.0,0.0,0.0,0.0,1.73,11.53,0.13,26.6,41.87,259.13,1.4,8.77
Jamaal,Williams,0,1,0,0,0.546,999.0,30.0,0,4.0,5,14.67,0.0,0.0,0.0,0.0,0.0,161.6,616.8,5.8,21.87,25.0,123.47,0.47,8.76
Nick,Mullens,1,0,0,0,0.535,999.0,30.0,0,0.0,5,4.33,71.07,105.47,849.4,4.4,4.53,5.8,11.33,0.0,0.0,0.0,0.0,0.0,8.74
Myles,Gaskin,0,1,0,0,0.386,999.0,28.0,0,7.0,4,8.6,0.0,0.0,0.0,0.0,0.0,87.9,324.1,1.6,25.2,31.9,164.1,1.6,8.68
K.J.,Osborn,0,0,1,0,0.324,999.0,28.0,0,5.0,3,16.33,0.0,0.0,0.0,0.0,0.0,1.17,3.67,0.0,53.0,82.17,602.5,4.67,8.62
Zay,Jones,0,0,1,0,0.359,999.0,30.0,0,2.0,5,13.4,0.13,0.13,3.87,0.0,0.0,1.53,5.6,0.0,50.73,80.2,524.67,2.8,8.55
Allen,Lazard,0,0,1,0,0.34,999.0,29.0,0,0.0,5,13.8,0.0,0.0,0.0,0.0,0.0,1.53,10.4,0.0,39.73,66.93,533.0,4.27,8.54
Darius,Slayton,0,0,1,0,0.381,999.0,28.0,0,5.0,5,15.33,0.0,0.0,0.0,0.0,0.0,0.73,-1.93,0.0,45.33,78.73,691.53,3.2,8.54
Tyler,Higbee,0,0,0,1,0.537,999.0,32.0,0,4.0,5,16.4,0.0,0.0,0.0,0.0,0.0,0.13,0.13,0.0,59.73,86.87,584.93,3.33,8.46
Tyrod,Taylor,1,0,0,0,0.34,999.0,36.0,0,6.0,5,5.47,60.87,96.53,685.6,3.0,2.27,19.27,115.93,0.6,0.0,0.07,0.0,0.0,8.45
Allen,Robinson,0,0,1,0,0.469,999.0,32.0,0,2.0,5,13.73,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,49.33,75.73,520.2,2.27,8.28
Elijah,Moore,0,0,1,0,0.536,999.0,25.0,0,2.0,3,15.0,0.0,0.0,0.0,0.0,0.0,7.0,16.17,0.17,50.0,87.5,564.33,2.17,8.17
Tyler,Huntley,1,0,0,0,0.567,999.0,27.0,0,0.0,4,5.5,61.3,96.5,570.1,3.0,2.0,32.3,143.6,0.7,0.0,0.0,0.0,0.0,8.17
Clyde,Edwards-Helaire,0,1,0,0,0.546,999.0,26.0,0,1.0,4,14.5,0.0,0.0,0.0,0.0,0.0,99.7,411.0,2.6,21.6,28.6,183.7,1.8,8.07
Josh,Reynolds,0,0,1,0,0.386,999.0,30.0,0,4.0,5,14.87,0.0,0.0,0.0,0.0,0.0,0.47,2.2,0.0,40.67,65.73,566.4,3.53,7.98
Gerald,Everett,0,0,0,1,0.355,999.0,31.0,0,2.0,5,15.33,0.0,0.0,0.0,0.0,0.0,2.07,7.6,0.13,51.6,73.8,492.47,3.4,7.97
Cam,Akers,0,1,0,0,0.535,999.0,26.0,0,2.0,4,9.6,0.0,0.0,0.0,0.0,0.0,113.9,422.2,3.3,11.9,14.5,97.7,0.1,7.94
Bailey,Zappe,1,0,0,0,0.536,999.0,26.0,0,4.0,2,8.0,106.33,172.0,1108.33,5.67,7.0,14.67,55.33,0.67,0.33,0.33,-2.0,0.0,7.92
Cordarrelle,Patterson,0,1,0,0,0.583,999.0,34.0,0,1.0,5,13.6,0.0,0.2,0.0,0.0,0.0,95.47,407.33,3.47,22.53,30.53,177.93,1.33,7.91
Cade,Otton,0,0,0,1,0.576,999.0,26.0,0,4.0,2,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.33,81.33,555.67,4.0,7.87
Trey,Lance,1,0,0,0,0.648,999.0,25.0,0,1.0,2,3.33,23.67,44.33,330.33,1.67,1.33,23.33,100.67,0.33,0.0,0.0,0.0,0.0,7.76
Mecole,Hardman,0,0,1,0,0.743,999.0,27.0,0,2.0,5,13.47,0.0,0.0,0.0,0.0,0.0,6.53,41.73,0.73,35.8,51.73,427.93,3.07,7.73
Teddy,Bridgewater,1,0,0,0,0.469,999.0,33.0,0,1.0,5,7.07,124.27,184.93,1382.53,7.27,4.07,16.4,67.0,1.07,0.0,0.0,0.0,0.0,7.67
Tucker,Kraft,0,0,0,1,0.617,999.0,25.0,0,3.0,1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,49.0,379.0,3.0,7.66
Greg,Dortch,0,0,1,0,0.359,999.0,27.0,0,0.0,3,8.5,0.0,0.0,0.0,0.0,0.0,3.0,21.17,0.0,29.83,42.33,298.17,1.67,7.65
Demarcus,Robinson,0,0,1,0,0.537,999.0,31.0,0,4.0,5,14.33,0.0,0.0,0.0,0.0,0.0,0.33,7.67,0.0,37.4,58.4,439.27,3.4,7.59
Davis,Mills,1,0,0,0,0.368,999.0,27.0,0,3.0,3,10.17,150.67,245.33,1572.83,9.33,6.67,16.17,45.83,0.67,0.0,0.0,0.0,0.0,7.52
Noah,Fant,0,0,0,1,0.546,999.0,28.0,0,1.0,5,15.6,0.0,0.0,0.0,0.0,0.0,0.2,-0.8,0.0,48.8,66.47,531.73,2.47,7.47
Tutu,Atwell,0,0,1,0,0.537,999.0,26.0,0,2.0,2,14.0,0.0,0.0,0.0,0.0,0.0,6.33,32.0,0.33,32.67,57.0,446.67,3.0,7.23
Dante,Pettis,0,0,1,0,0.546,999.0,30.0,0,2.0,4,7.7,0.4,0.4,6.4,0.0,0.0,0.8,14.8,0.0,12.5,24.8,150.2,1.9,7.22
Jamison,Crowder,0,0,1,0,0.324,999.0,32.0,0,4.0,5,8.47,0.13,0.13,5.73,0.13,0.0,0.2,2.13,0.0,30.2,44.33,307.13,1.93,7.17
Tyler,Conklin,0,0,0,1,0.34,999.0,30.0,0,5.0,5,15.0,0.0,0.0,0.0,0.0,0.0,0.87,0.8,0.0,51.13,73.87,502.87,1.53,7.1
Nelson,Agholor,0,0,1,0,0.656,999.0,32.0,0,1.0,5,15.6,0.0,0.0,0.0,0.0,0.0,0.73,2.67,0.0,37.53,60.2,482.4,4.07,7.02
Mike,Gesicki,0,0,0,1,0.538,999.0,30.0,0,2.0,5,16.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,43.8,70.13,469.6,3.8,7.01
Noah,Brown,0,0,1,0,0.324,999.0,29.0,0,7.0,4,12.2,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,31.9,53.2,457.2,1.7,6.95
Roschon,Johnson,0,1,0,0,0.355,999.0,24.0,0,4.0,1,15.0,0.0,0.0,0.0,0.0,0.0,81.0,352.0,2.0,34.0,40.0,209.0,0.0,6.81
Marquez,Valdes-Scantling,0,0,1,0,0.546,999.0,31.0,0,5.0,5,17.4,0.0,0.0,0.0,0.0,0.0,0.93,1.53,0.0,35.2,67.93,591.8,3.4,6.76
Mike,White,1,0,0,0,0.712,999.0,30.0,0,5.0,3,5.0,51.5,83.33,593.17,2.33,3.17,6.83,-1.67,0.33,0.0,0.0,0.0,0.0,6.72
Isaiah,Hodgins,0,0,1,0,0.381,999.0,27.0,0,6.0,2,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.33,41.67,320.0,3.67,6.68
Emari,Demercado,0,1,0,0,0.359,999.0,26.0,0,0.0,1,11.0,0.0,0.0,0.0,0.0,0.0,58.0,284.0,2.0,21.0,30.0,119.0,0.0,6.66
Samaje,Perine,0,1,0,0,0.743,999.0,30.0,0,4.0,5,16.07,0.0,0.0,0.0,0.0,0.0,67.07,290.67,1.73,36.6,44.13,294.93,1.47,6.64
Tyler,Johnson,0,0,1,0,0.537,999.0,27.0,0,5.0,3,8.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,26.33,172.33,0.83,6.59
Juwan,Johnson,0,0,0,1,0.546,999.0,29.0,0,0.0,4,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.4,48.5,335.3,4.5,6.58
Jonnu,Smith,0,0,0,1,0.567,999.0,30.0,0,3.0,5,14.4,0.0,0.33,0.0,0.0,0.0,2.93,15.07,0.13,37.93,55.07,412.27,2.53,6.54
Parker,Washington,0,0,1,0,0.386,999.0,23.0,0,6.0,1,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,21.0,132.0,2.0,6.53
Hayden,Hurst,0,0,0,1,0.44,999.0,32.0,0,1.0,5,12.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.27,54.27,356.47,2.73,6.52
Jermar,Jefferson,0,1,0,0,0.469,999.0,25.0,0,7.0,1,4.0,0.0,0.0,0.0,0.0,0.0,15.0,74.0,2.0,4.0,5.0,23.0,0.0,6.43
