first_name,last_name,pos_qb,pos_rb,pos_wr,pos_te,team_win_pct_weighted,fantasy_adp,age,is_rookie,nfl_draft_round,seasons_played,avg_games,avg_completions,avg_attempts,avg_passing_yards,avg_passing_tds,avg_interceptions,avg_carries,avg_rushing_yards,avg_rushing_tds,avg_receptions,avg_targets,avg_receiving_yards,avg_receiving_tds,avg_points_per_game
Michael,Carter,0,1,0,0,0.359,999.0,26.0,0,4.0,3,15.17,0.0,0.0,0.0,0.0,0.0,77.5,334.0,1.67,31.67,42.67,200.67,0.5,6.42
Kenneth,Gainwell,0,1,0,0,0.614,999.0,26.0,0,5.0,3,18.0,0.5,0.5,8.5,0.0,0.0,84.17,373.33,3.5,32.33,41.33,221.5,0.33,6.41
Brandon,Johnson,0,0,1,0,0.583,999.0,32.0,0,5.0,4,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.1,25.2,211.4,3.1,6.35
Kalif,Raymond,0,0,1,0,0.469,999.0,31.0,0,0.0,5,14.87,0.0,0.0,0.0,0.0,0.0,5.2,39.47,0.0,35.67,48.93,481.73,1.27,6.25
Nick,Westbrook-Ikhine,0,0,1,0,0.498,999.0,28.0,0,0.0,3,14.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.67,48.83,396.67,3.17,6.23
Kendre,Miller,0,1,0,0,0.546,999.0,23.0,0,3.0,1,7.0,0.0,0.0,0.0,0.0,0.0,41.0,156.0,1.0,10.0,11.0,117.0,0.0,6.19
Simi,Fehoko,0,0,1,0,0.44,999.0,28.0,0,5.0,2,1.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.67,2.67,14.0,0.67,6.17
Alec,Pierce,0,0,1,0,0.47,999.0,25.0,0,2.0,2,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,69.33,540.33,2.0,6.08
Davis,Allen,0,0,0,1,0.537,999.0,24.0,0,5.0,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,123.0,1.0,6.06
Parris,Campbell,0,0,1,0,0.614,999.0,28.0,0,2.0,5,9.13,0.0,0.0,0.0,0.0,0.0,1.87,19.87,0.0,27.47,40.07,251.13,1.07,6.02
Trey,Palmer,0,0,1,0,0.576,999.0,24.0,0,6.0,1,19.0,0.0,0.0,0.0,0.0,0.0,4.0,31.0,0.0,42.0,72.0,473.0,4.0,6.02
Anthony,Miller,0,0,1,0,0.656,999.0,31.0,0,2.0,3,9.83,0.0,0.0,0.0,0.0,0.0,1.17,4.5,0.0,28.67,46.5,290.83,1.5,5.96
Austin,Hooper,0,0,0,1,0.43,999.0,31.0,0,3.0,5,15.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.2,56.2,384.13,2.2,5.95
Michael,Mayer,0,0,0,1,0.462,999.0,24.0,0,2.0,1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,40.0,304.0,2.0,5.95
Cedrick,Wilson,0,0,1,0,0.546,999.0,30.0,0,6.0,3,11.67,1.33,1.33,33.17,0.17,0.0,1.67,5.67,0.0,26.0,37.83,327.83,2.33,5.83
Van,Jefferson,0,0,1,0,0.583,999.0,29.0,0,2.0,4,14.2,0.0,0.0,0.0,0.0,0.0,1.1,8.5,0.0,29.5,55.4,401.7,2.3,5.8
Irv,Smith,0,0,0,1,0.368,999.0,27.0,0,2.0,4,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.9,35.4,209.5,2.5,5.79
Kadarius,Toney,0,0,1,0,0.536,999.0,26.0,0,1.0,3,12.0,0.17,1.0,3.17,0.0,0.0,8.67,48.5,0.33,27.67,38.5,228.17,1.5,5.75
Mack,Hollins,0,0,1,0,0.712,999.0,32.0,0,4.0,5,11.87,0.27,0.27,1.07,0.0,0.0,1.07,10.67,0.0,26.8,45.53,344.07,2.0,5.69
Jonathan,Mingo,0,0,1,0,0.648,999.0,24.0,0,2.0,1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,85.0,418.0,0.0,5.65
Andrei,Iosivas,0,0,1,0,0.538,999.0,26.0,0,6.0,1,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,25.0,116.0,4.0,5.62
Treylon,Burks,0,0,1,0,0.498,999.0,25.0,0,1.0,2,9.67,0.0,0.0,0.0,0.0,0.0,4.67,27.67,0.0,21.67,38.0,295.33,0.33,5.62
Tre,Tucker,0,0,1,0,0.462,999.0,24.0,0,3.0,1,13.0,0.0,0.0,0.0,0.0,0.0,10.0,77.0,0.0,19.0,34.0,331.0,2.0,5.52
Jauan,Jennings,0,0,1,0,0.661,999.0,28.0,0,7.0,3,16.17,0.5,0.5,10.5,0.5,0.0,0.5,-0.5,0.0,32.5,51.83,403.17,2.17,5.47
Laviska,Shenault,0,0,1,0,0.44,999.0,27.0,0,2.0,4,11.7,0.0,0.0,0.0,0.0,0.0,11.5,58.8,0.3,30.5,41.5,289.4,0.8,5.46
Foster,Moreau,0,0,0,1,0.546,999.0,28.0,0,4.0,5,11.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.13,35.0,281.2,2.07,5.41
Olamide,Zaccheaus,0,0,1,0,0.324,999.0,28.0,0,0.0,5,12.73,0.0,0.0,0.0,0.0,0.0,0.87,2.27,0.0,23.4,38.47,323.87,2.27,5.37
Ty,Johnson,0,1,0,0,0.712,999.0,28.0,0,6.0,5,11.0,0.0,0.0,0.0,0.0,0.0,46.6,208.33,0.8,16.4,25.6,143.67,0.87,5.35
Craig,Reynolds,0,1,0,0,0.469,999.0,29.0,0,0.0,4,5.7,0.0,0.0,0.0,0.0,0.0,34.8,149.0,0.8,6.2,6.7,64.3,0.0,5.27
Kyle,Allen,1,0,0,0,0.583,999.0,29.0,0,0.0,5,4.33,42.87,68.8,437.73,2.4,2.27,9.4,11.87,0.27,0.0,0.0,0.0,0.0,5.25
David,Bell,0,0,1,0,0.536,999.0,24.0,0,3.0,2,11.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.67,32.33,218.67,2.0,5.22
Braxton,Berrios,0,0,1,0,0.567,999.0,30.0,0,6.0,5,13.8,0.27,0.27,0.53,0.27,0.0,4.53,39.8,0.93,28.33,41.07,264.4,1.13,5.21
Charlie,Kolar,0,0,0,1,0.656,999.0,26.0,0,4.0,2,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.67,8.67,77.0,0.67,5.17
Brevin,Jordan,0,0,0,1,0.368,999.0,25.0,0,5.0,3,9.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,25.5,219.83,2.0,5.13
Trenton,Irwin,0,0,1,0,0.27,999.0,29.0,0,0.0,4,7.8,0.0,0.0,0.0,0.0,0.0,0.3,3.3,0.0,15.6,22.1,208.7,1.6,5.02
Justin,Watson,0,0,1,0,0.743,999.0,29.0,0,5.0,4,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,41.1,358.2,2.0,5.01
KaVontae,Turpin,0,0,1,0,0.648,999.0,29.0,0,0.0,1,12.0,0.0,0.0,0.0,0.0,0.0,11.0,110.0,1.0,12.0,18.0,127.0,3.0,4.98
Marvin,Mims,0,0,1,0,0.388,999.0,23.0,0,2.0,1,15.0,0.0,0.0,0.0,0.0,0.0,9.0,30.0,0.0,22.0,33.0,377.0,1.0,4.98
John,Ross,0,0,1,0,0.614,999.0,30.0,0,1.0,3,6.5,0.0,0.0,0.0,0.0,0.0,1.0,8.67,0.0,10.83,21.67,202.0,1.0,4.88
Will,Dissly,0,0,0,1,0.44,999.0,29.0,0,4.0,5,12.8,0.0,0.0,0.0,0.0,0.0,0.07,0.47,0.0,23.8,28.6,247.67,1.87,4.87
Daniel,Bellinger,0,0,0,1,0.381,999.0,25.0,0,4.0,2,13.0,0.0,0.0,0.0,0.0,0.0,0.33,0.67,0.33,27.67,32.0,266.33,1.0,4.79
Chris,Conley,0,0,1,0,0.661,999.0,33.0,0,3.0,5,7.8,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.0,15.6,26.33,226.0,1.0,4.78
Chris,Rodriguez,0,1,0,0,0.324,999.0,26.0,0,6.0,1,8.0,0.0,0.0,0.0,0.0,0.0,51.0,247.0,2.0,2.0,2.0,12.0,0.0,4.74
Jordan,Akins,0,0,0,1,0.536,999.0,33.0,0,3.0,5,13.53,0.0,0.0,0.0,0.0,0.0,0.33,1.13,0.0,27.0,38.87,300.4,1.6,4.72
Jeff,Wilson,0,1,0,0,0.567,999.0,30.0,0,0.0,2,9.67,0.0,0.0,0.0,0.0,0.0,36.33,160.33,1.33,11.33,14.67,78.67,0.33,4.71
Greg,Dulcich,0,0,0,1,0.381,999.0,25.0,0,3.0,2,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,21.0,153.67,0.67,4.7
Jeremy,McNichols,0,1,0,0,0.324,999.0,29.0,0,5.0,2,14.0,0.0,0.0,0.0,0.0,0.0,43.33,173.33,0.33,22.67,31.0,178.33,0.67,4.7
Jalin,Hyatt,0,0,1,0,0.381,999.0,24.0,0,3.0,1,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,40.0,373.0,0.0,4.64
Terrace,Marshall,0,0,1,0,0.462,999.0,25.0,0,2.0,3,10.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.67,37.17,255.83,0.33,4.64
Quintin,Morris,0,0,0,1,0.712,999.0,26.0,0,0.0,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.67,6.67,51.33,1.0,4.54
Robbie,Chosen,0,0,1,0,0.567,999.0,32.0,0,0.0,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,126.0,1.0,4.52
Brandon,Powell,0,0,1,0,0.535,999.0,30.0,0,0.0,4,11.2,0.0,0.0,0.0,0.0,0.0,7.3,31.5,0.0,20.0,29.0,183.3,0.6,4.51
Justice,Hill,0,1,0,0,0.656,999.0,28.0,0,4.0,4,14.4,0.0,0.0,0.0,0.0,0.0,62.9,295.5,1.4,20.0,26.6,134.4,0.4,4.5
Shane,Zylstra,0,0,0,1,0.469,999.0,29.0,0,0.0,2,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.33,12.33,51.33,2.67,4.48
Steven,Sims,0,0,1,0,0.656,999.0,28.0,0,0.0,4,8.2,0.0,0.1,0.0,0.0,0.0,5.6,34.3,0.1,14.8,21.9,131.8,0.8,4.48
Xavier,Gipson,0,0,1,0,0.34,999.0,24.0,0,0.0,1,14.0,0.0,0.0,0.0,0.0,0.0,8.0,68.0,1.0,21.0,38.0,229.0,0.0,4.48
Pierre,Strong,0,1,0,0,0.536,999.0,26.0,0,4.0,2,10.0,0.0,0.0,0.0,0.0,0.0,45.33,227.33,1.0,5.67,7.67,45.33,0.0,4.46
Devin,Duvernay,0,0,1,0,0.386,999.0,28.0,0,3.0,4,11.0,0.0,0.0,0.0,0.0,0.0,7.0,48.2,0.3,21.3,30.3,203.8,1.3,4.38
Kylen,Granson,0,0,0,1,0.47,999.0,27.0,0,4.0,3,13.5,0.0,0.0,0.0,0.0,0.0,0.83,1.0,0.0,27.17,40.83,302.33,0.5,4.36
Durham,Smythe,0,0,0,1,0.567,999.0,30.0,0,4.0,5,13.4,0.0,0.0,0.0,0.0,0.0,0.93,0.87,0.27,27.67,34.27,269.2,0.53,4.34
Brock,Wright,0,0,0,1,0.469,999.0,27.0,0,0.0,3,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,18.33,151.5,2.17,4.26
Tommy,Tremble,0,0,0,1,0.27,999.0,25.0,0,3.0,3,13.5,0.0,0.0,0.0,0.0,0.0,0.5,1.83,0.17,21.17,32.5,185.0,2.67,4.25
Tanner,Hudson,0,0,0,1,0.538,999.0,31.0,0,0.0,4,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,26.6,191.2,0.4,4.23
Brandon,Allen,1,0,0,0,0.661,999.0,33.0,0,6.0,4,3.2,28.2,48.2,290.0,1.9,1.0,6.9,8.6,0.0,0.0,0.2,0.0,0.0,4.21
MyCole,Pruitt,0,0,0,1,0.583,999.0,33.0,0,5.0,5,8.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4,15.07,120.07,2.33,4.19
River,Cracraft,0,0,1,0,0.567,999.0,31.0,0,0.0,3,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,13.67,117.83,1.17,4.18
DeAndre,Carter,0,0,1,0,0.355,999.0,32.0,0,0.0,5,10.93,0.0,0.0,0.0,0.0,0.0,3.67,20.2,0.0,20.33,31.2,235.8,1.4,4.16
Jalen,Nailor,0,0,1,0,0.535,999.0,26.0,0,6.0,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.33,79.0,0.33,4.16
Darrynton,Evans,0,1,0,0,0.355,999.0,27.0,0,3.0,4,4.0,0.0,0.0,0.0,0.0,0.0,18.9,74.5,0.4,3.7,5.9,34.4,0.1,4.15
Adam,Trautman,0,0,0,1,0.388,999.0,28.0,0,3.0,4,13.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.2,31.1,213.8,2.0,4.14
Charlie,Jones,0,0,1,0,0.538,999.0,27.0,0,4.0,1,5.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,0.0,7.0,9.0,64.0,0.0,4.14
Harrison,Bryant,0,0,0,1,0.462,999.0,27.0,0,4.0,4,13.7,0.0,0.0,0.0,0.0,0.0,2.3,5.6,0.0,22.7,32.5,200.5,2.4,4.14
Jalen,Brooks,0,0,1,0,0.648,999.0,25.0,0,7.0,1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,64.0,0.0,4.13
Mo,Alie-Cox,0,0,0,1,0.47,999.0,32.0,0,0.0,5,14.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.4,30.27,230.27,2.87,4.13
Britain,Covey,0,0,1,0,0.614,999.0,28.0,0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,42.0,0.0,4.1
Joshua,Kelley,0,1,0,0,0.498,999.0,28.0,0,4.0,4,13.6,0.0,0.0,0.0,0.0,0.0,83.3,309.9,1.6,11.0,16.1,67.9,0.0,4.08
Jake,Bobo,0,0,1,0,0.546,999.0,27.0,0,0.0,1,14.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,19.0,25.0,196.0,2.0,4.06
Ameer,Abdullah,0,1,0,0,0.462,999.0,32.0,0,2.0,5,13.47,0.0,0.0,0.0,0.0,0.0,18.93,82.07,0.0,22.73,29.8,171.8,0.8,4.05
Calvin,Austin,0,0,1,0,0.583,999.0,26.0,0,4.0,1,15.0,0.0,0.0,0.0,0.0,0.0,11.0,57.0,1.0,18.0,32.0,187.0,2.0,4.03
Elijah,Higgins,0,0,0,1,0.359,999.0,25.0,0,6.0,1,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,19.0,163.0,1.0,4.03
Cedric,Tillman,0,0,1,0,0.536,999.0,25.0,0,3.0,1,11.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,21.0,44.0,224.0,0.0,4.02
Ray-Ray,McCloud,0,0,1,0,0.392,999.0,29.0,0,6.0,4,11.9,0.0,0.0,0.0,0.0,0.0,3.2,44.9,0.3,20.0,30.5,204.4,0.3,3.99
Skyy,Moore,0,0,1,0,0.743,999.0,25.0,0,2.0,2,14.33,0.0,0.0,0.0,0.0,0.0,3.67,25.67,0.0,23.0,39.33,251.67,1.0,3.98
Josh,Johnson,1,0,0,0,0.656,999.0,39.0,0,5.0,6,2.57,22.0,35.0,242.29,1.43,0.57,5.43,11.57,0.0,0.0,0.0,0.0,0.0,3.97
Tom,Kennedy,0,0,1,0,0.469,999.0,29.0,0,0.0,2,5.33,0.33,0.33,25.0,0.33,0.0,0.0,0.0,0.0,7.33,13.33,112.0,0.0,3.97
Ronnie,Rivers,0,1,0,0,0.537,999.0,26.0,0,0.0,2,6.0,0.0,0.0,0.0,0.0,0.0,26.33,99.0,0.0,7.0,7.0,47.67,0.0,3.96
Ihmir,Smith-Marsette,0,0,1,0,0.381,999.0,26.0,0,5.0,3,5.0,0.0,0.0,0.0,0.0,0.0,4.33,36.67,0.5,5.17,7.33,49.83,0.33,3.95
Colby,Parkinson,0,0,0,1,0.537,999.0,26.0,0,4.0,4,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.6,27.4,207.8,1.4,3.93
Lil'Jordan,Humphrey,0,0,1,0,0.388,999.0,27.0,0,0.0,5,6.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.87,117.13,1.53,3.92
Ashton,Dulin,0,0,1,0,0.47,999.0,28.0,0,0.0,4,8.6,0.0,0.0,0.0,0.0,0.0,2.1,15.0,0.0,10.7,16.8,147.0,1.0,3.86
Tyquan,Thornton,0,0,1,0,0.743,999.0,25.0,0,2.0,2,10.0,0.0,0.0,0.0,0.0,0.0,3.0,39.33,0.33,16.0,30.33,143.0,0.67,3.86
Ronnie,Bell,0,0,1,0,0.661,999.0,25.0,0,7.0,1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,13.0,68.0,3.0,3.85
Tony,Jones,0,1,0,0,0.359,999.0,28.0,0,0.0,8,5.44,0.0,0.0,0.0,0.0,0.0,24.64,75.61,0.83,5.42,8.17,30.22,0.0,3.84
Connor,Heyward,0,0,0,1,0.583,999.0,26.0,0,6.0,2,10.67,0.0,0.67,0.0,0.0,0.0,1.33,9.0,0.0,20.0,29.0,165.0,0.33,3.78
Noah,Gray,0,0,0,1,0.743,999.0,26.0,0,5.0,3,18.17,0.0,0.0,0.0,0.0,0.0,1.17,0.83,0.33,29.83,41.0,305.83,1.5,3.78
Jalen,Reagor,0,0,1,0,0.44,999.0,26.0,0,1.0,4,11.3,0.0,0.0,0.0,0.0,0.0,4.0,23.3,0.0,15.1,30.5,186.2,0.8,3.75
Pharaoh,Brown,0,0,0,1,0.546,999.0,31.0,0,0.0,5,8.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.13,19.47,158.27,0.6,3.75
Ross,Dwelley,0,0,0,1,0.392,999.0,30.0,0,0.0,5,4.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.47,7.67,80.93,0.73,3.74
David,Moore,0,0,1,0,0.27,999.0,30.0,0,7.0,4,8.4,0.0,0.0,0.0,0.0,0.0,2.2,16.1,0.0,12.3,18.4,187.8,2.2,3.73
Hassan,Haskins,0,1,0,0,0.44,999.0,26.0,0,4.0,1,7.0,0.0,0.0,0.0,0.0,0.0,25.0,93.0,0.0,11.0,12.0,57.0,0.0,3.71
Ben,Skowronek,0,0,1,0,0.583,999.0,28.0,0,7.0,3,11.17,0.0,0.0,0.0,0.0,0.0,1.33,10.17,0.33,19.67,31.17,185.0,0.5,3.67
D'Ernest,Johnson,0,1,0,0,0.386,999.0,29.0,0,0.0,5,9.47,0.0,0.0,0.0,0.0,0.0,39.4,170.87,0.6,8.73,10.8,82.53,0.0,3.67
Jordan,Matthews,0,0,0,1,0.27,999.0,33.0,0,2.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,33.0,0.0,3.65
Cooper,Rush,1,0,0,0,0.648,999.0,32.0,0,0.0,3,6.83,45.33,73.83,492.67,2.17,1.67,10.5,-1.83,0.0,0.0,0.0,0.0,0.0,3.6
Deven,Thompkins,0,0,1,0,0.27,999.0,25.0,0,0.0,2,10.0,0.0,0.0,0.0,0.0,0.0,6.67,52.67,0.0,13.67,21.33,68.67,0.67,3.57
Skylar,Thompson,1,0,0,0,0.567,999.0,28.0,0,7.0,1,8.0,78.0,150.0,754.0,2.0,5.0,16.0,24.0,0.0,0.0,0.0,0.0,0.0,3.57
Dare,Ogunbowale,0,1,0,0,0.368,999.0,31.0,0,0.0,5,9.27,0.0,0.0,0.0,0.0,0.0,28.13,94.67,0.6,12.6,19.53,87.13,0.2,3.56
Chris,Brooks,0,1,0,0,0.617,999.0,25.0,0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0,19.0,106.0,0.0,0.0,0.0,0.0,0.0,3.53
Will,Mallory,0,0,0,1,0.47,999.0,26.0,0,5.0,1,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,26.0,207.0,0.0,3.52
Grant,Calcaterra,0,0,0,1,0.614,999.0,26.0,0,6.0,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.33,5.67,53.0,0.0,3.51
DeeJay,Dallas,0,1,0,0,0.359,999.0,27.0,0,4.0,4,10.6,0.0,0.3,0.0,0.0,0.3,26.3,112.5,0.6,13.4,15.9,85.9,0.1,3.48
Trent,Sherfield,0,0,1,0,0.535,999.0,29.0,0,0.0,5,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.73,28.67,171.6,1.07,3.48
Dyami,Brown,0,0,1,0,0.324,999.0,26.0,0,3.0,3,10.33,0.5,0.5,2.0,0.0,0.0,1.0,4.33,0.0,9.67,20.33,159.17,1.17,3.43
Jalen,Tolbert,0,0,1,0,0.648,999.0,26.0,0,3.0,2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.33,26.33,182.67,1.33,3.43
Josiah,Deguara,0,0,0,1,0.386,999.0,28.0,0,3.0,4,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.2,14.7,110.4,0.4,3.43
Mike,Boone,0,1,0,0,0.27,999.0,30.0,0,0.0,5,5.87,0.0,0.0,0.0,0.0,0.0,13.6,67.93,0.33,5.6,7.93,45.8,0.0,3.43
Marcedes,Lewis,0,0,0,1,0.355,999.0,41.0,0,1.0,5,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.6,13.4,99.4,1.33,3.41
Johnny,Mundt,0,0,0,1,0.535,999.0,31.0,0,0.0,5,7.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,14.73,108.47,0.6,3.36
Lucas,Krull,0,0,0,1,0.388,999.0,27.0,0,0.0,1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,14.0,95.0,1.0,3.36
Travis,Homer,0,1,0,0,0.355,999.0,27.0,0,6.0,5,6.47,0.0,0.0,0.0,0.0,0.0,14.73,76.13,0.2,9.6,11.6,91.93,0.4,3.36
KhaDarel,Hodge,0,0,1,0,0.392,999.0,30.0,0,0.0,4,10.6,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,12.5,21.6,192.4,0.3,3.3
Josh,Oliver,0,0,0,1,0.535,999.0,28.0,0,3.0,4,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.7,22.9,152.4,1.4,3.29
Dareke,Young,0,0,1,0,0.546,999.0,26.0,0,7.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,35.0,0.0,3.25
Dorian,Thompson-Robinson,1,0,0,0,0.536,999.0,26.0,0,5.0,1,7.0,60.0,112.0,440.0,1.0,4.0,14.0,65.0,0.0,0.0,0.0,0.0,0.0,3.16
John,Bates,0,0,0,1,0.324,999.0,28.0,0,4.0,3,11.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.5,25.5,153.0,0.5,3.13
Collin,Johnson,0,0,1,0,0.355,999.0,28.0,0,5.0,3,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.17,12.67,85.83,0.33,3.06
Geoff,Swaim,0,0,0,1,0.536,999.0,32.0,0,7.0,5,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.93,18.8,104.87,1.0,3.06
Josh,Whyle,0,0,0,1,0.498,999.0,26.0,0,5.0,1,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,15.0,94.0,1.0,3.05
Tyler,Goodson,0,1,0,0,0.47,999.0,25.0,0,0.0,1,6.0,0.0,0.0,0.0,0.0,0.0,13.0,87.0,0.0,6.0,9.0,34.0,0.0,3.02
J.J.,Taylor,0,1,0,0,0.368,999.0,27.0,0,0.0,3,3.0,0.0,0.0,0.0,0.0,0.0,15.17,35.17,0.67,2.0,2.17,7.33,0.0,3.0
Emanuel,Wilson,0,1,0,0,0.617,999.0,26.0,0,0.0,1,7.0,0.0,0.0,0.0,0.0,0.0,26.0,121.0,0.0,5.0,6.0,34.0,0.0,2.93
Raheem,Blackshear,0,1,0,0,0.27,999.0,27.0,0,0.0,2,8.67,0.0,0.0,0.0,0.0,0.0,17.0,56.33,1.0,7.33,8.67,61.0,0.0,2.93
Ke'Shawn,Vaughn,0,1,0,0,0.661,999.0,28.0,0,3.0,4,5.6,0.0,0.0,0.0,0.0,0.0,28.4,92.3,0.6,3.4,6.3,16.9,0.1,2.91
Brenton,Strange,0,0,0,1,0.386,999.0,24.0,0,2.0,1,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,35.0,1.0,2.9
Austin,Trammell,0,0,1,0,0.386,999.0,27.0,0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,6.0,23.67,0.0,2.85
Trey,Sermon,0,1,0,0,0.47,999.0,26.0,0,3.0,3,5.17,0.0,0.0,0.0,0.0,0.0,25.0,114.17,0.17,2.0,3.67,10.83,0.0,2.85
Reggie,Gilliam,0,1,0,0,0.712,999.0,28.0,0,0.0,4,3.4,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,4.2,5.2,30.5,0.4,2.81
Malik,Heath,0,0,1,0,0.617,999.0,25.0,0,0.0,1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,24.0,125.0,1.0,2.79
Julius,Chestnut,0,1,0,0,0.498,999.0,25.0,0,0.0,1,3.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,0.0,3.0,3.0,41.0,0.0,2.77
Tyler,Scott,0,0,1,0,0.355,999.0,24.0,0,4.0,1,13.0,0.0,0.0,0.0,0.0,0.0,7.0,41.0,0.0,17.0,32.0,168.0,0.0,2.76
